idx,terminate_reason,time_to_goal_s,min_clearance_m,n_steps,mean_speed,wall_s
43,timeout,nan,9.760249732971193,300,2.3577845703375835,9.09
44,goal,5.028300000000001,2.361124008178711,151,3.930928571353241,4.57
45,timeout,nan,1.417433225631714,300,1.949982360502084,9.08
46,timeout,nan,12.37283358001709,300,2.355750213122616,9.09
47,timeout,nan,9.0294612197876,300,2.100967439428593,9.09
48,static_collision,nan,0.012712229251861551,71,4.381172003172023,2.17
49,timeout,nan,2.378023736953735,300,2.9052376501634716,9.09
50,goal,5.727600000000001,0.6416711902618408,172,4.0022603021501455,5.2
51,dyn_collision,nan,-0.1017850294113159,107,4.182574216845548,3.27
52,goal,4.595400000000001,4.858321067810058,138,4.282551322058113,4.17
53,goal,6.0273,1.6246042556762694,181,3.854789693649467,5.47
54,timeout,nan,1.8290684032440188,300,2.583202681010589,9.09
55,timeout,nan,2.890774797439575,300,2.1758530581214774,9.08
56,static_collision,nan,inf,0,0.0,0.02
57,timeout,nan,4.121157535552978,300,2.131214433023706,9.09
58,timeout,nan,1.6348588123321532,300,2.1555492613309375,9.09
59,static_collision,nan,3.8817600097656246,6,0.2453494860480229,0.2
60,goal,4.4622,3.7685804061889647,134,4.471741602554528,4.06
61,goal,5.6943,11.140619903564454,171,3.9258178872170677,5.17
62,timeout,nan,16.474659133911132,300,2.898602538552756,9.09
63,static_collision,nan,3.9802521820068355,21,1.471688545619448,0.65
64,timeout,nan,5.388316787719726,300,2.1927967591149113,9.09
65,goal,4.828500000000001,4.797008052825928,145,4.11784433136084,4.39
66,static_collision,nan,inf,0,0.0,0.01
67,goal,8.3916,5.079015659332275,252,2.5876431783461675,7.64
68,timeout,nan,0.7440641078948975,300,2.40915345473215,9.09
69,static_collision,nan,inf,0,0.0,0.02
70,timeout,nan,2.4504387340545652,300,2.104249885333702,9.1
71,timeout,nan,0.07531354522705075,300,2.5902809429820626,9.08
72,timeout,nan,1.60245072555542,300,2.404269419964403,9.09
73,timeout,nan,0.4308831291198731,300,2.2141263321631897,9.09
74,goal,6.260400000000001,4.026367332458496,188,3.4161664144126105,5.69
75,timeout,nan,1.9342917194366456,300,2.725609373735885,9.08
76,timeout,nan,2.3100841007232664,300,2.5654490354129424,9.09
77,goal,4.7286,2.9060661602020263,142,4.219245193821286,4.3
78,timeout,nan,4.883057605743408,300,2.1204932748898866,9.08
79,timeout,nan,1.6237866611480714,300,2.3019577905194213,9.09
80,timeout,nan,0.7929676132202148,300,2.1082404207841803,9.08
81,goal,5.2281,0.5985153608322142,157,4.063398566796996,4.75
82,timeout,nan,2.2761774806976316,300,2.5909646156554422,9.09
83,goal,4.861800000000001,3.8113942489624018,146,4.206434894085237,4.42
84,timeout,nan,3.175836498260498,300,2.030033834067484,9.09
85,goal,6.2937,3.0674565849304196,189,3.8230743202178803,5.72
86,timeout,nan,10.199553161621095,300,2.7507366447212793,9.08
87,goal,5.6610000000000005,5.18249426651001,170,4.020093643742011,5.14
88,timeout,nan,7.032115901947021,300,2.2324463604794196,9.09
89,static_collision,nan,0.9663033704757691,80,4.476217043295037,2.45
90,goal,5.7609,4.6401527404785154,173,3.5663376163389815,5.24
91,timeout,nan,2.941219705581665,300,2.5923548131870726,9.08
92,timeout,nan,0.6983805351257324,300,2.615273355112101,9.08
93,timeout,nan,5.22101240158081,300,2.4276532486857225,9.09
94,timeout,nan,1.5145286293029787,300,2.6879272483009844,9.08
95,timeout,nan,4.114456329345703,300,2.3959852548285077,9.09
96,timeout,nan,0.6262920083999635,300,2.6514019276884695,9.08
97,goal,5.727600000000001,3.1996743240356444,172,3.8380113406984004,5.21
98,timeout,nan,1.738158136367798,300,3.0005450097316255,9.08
99,goal,4.662000000000001,7.782720268249512,140,4.260251668740862,4.24
