name,params,p50,p90,p99,mean,std,depth_shape
M1_single_frame,12814259,3.1487998962402344,3.4129536867141725,3.491850125789642,3.222958564758301,0.18011883397716522,"(1, 1, 96, 160)"
M2_dca,13019681,3.5660799741744995,3.7899264097213745,3.9494237565994252,3.620753756761551,0.12524750360898443,"(1, 1, 96, 160)"
M3_kframe_stateless,12913331,3.3137279748916626,3.3711103200912476,3.5544872975349424,3.323912478685379,0.04758716790809042,"(1, 10, 1, 96, 160)"
