idx,terminate_reason,time_to_goal_s,min_clearance_m,n_steps,mean_speed,wall_s
0,timeout,nan,2.891093790054321,300,3.1633975206067166,9.31
1,timeout,nan,2.4825239048004146,300,3.202050652628144,9.09
2,timeout,nan,7.424844299316406,300,3.182776254840816,9.09
3,timeout,nan,3.44478551864624,300,3.170770097045849,9.09
4,timeout,nan,5.959697963714599,300,3.1802688336589684,9.09
5,timeout,nan,2.322501577377319,300,3.1702742482100925,9.08
6,timeout,nan,4.251285709381103,300,3.183728419728577,9.09
7,timeout,nan,2.661271591186523,300,3.181552325154965,9.09
8,timeout,nan,0.4450869932174683,300,3.2008326436020433,9.09
9,timeout,nan,6.9033363304138184,300,3.1806024648994207,9.09
10,timeout,nan,4.330072006225586,300,3.1869341422400126,9.08
11,timeout,nan,2.1431388206481934,300,3.1931496462163826,9.09
12,timeout,nan,3.6481665878295897,300,3.161416225026672,9.09
13,timeout,nan,2.865343313217163,300,3.1772719698896013,9.09
14,timeout,nan,1.840391731262207,300,3.1773794746026396,9.09
15,timeout,nan,2.0482551670074463,300,3.1798554719518872,9.09
16,timeout,nan,2.111220993041992,300,3.183004140223687,9.09
17,timeout,nan,1.7176106300354004,300,3.1622664674992365,9.09
18,timeout,nan,6.312622058868408,300,3.194806537050754,9.09
19,timeout,nan,2.2246412868499754,300,3.1984395453023415,9.09
20,timeout,nan,6.967677616119385,300,3.1670070572321616,9.09
21,timeout,nan,2.399556461334228,300,3.17367818225796,9.09
22,timeout,nan,5.934849517822266,300,3.1809735191861788,9.09
23,timeout,nan,3.0132547492980954,300,3.179747458466639,9.09
24,timeout,nan,0.3518809614181519,300,3.1834318762272598,9.09
25,timeout,nan,8.565262672424318,300,3.1673915883898736,9.09
26,timeout,nan,6.58740245437622,300,3.1804420362288752,9.09
27,timeout,nan,3.763942432403564,300,3.1771753744004916,9.08
28,timeout,nan,0.42589877128601067,300,3.215905626012633,9.09
29,timeout,nan,2.683963907241821,300,3.203564403808365,9.09
30,timeout,nan,1.4471550960540773,300,3.176883177778994,9.09
31,timeout,nan,4.157287147521973,300,3.167099837260321,9.09
32,timeout,nan,0.37235304069519043,300,3.174017242419844,9.08
33,timeout,nan,3.8037066154479975,300,3.1892672964092346,9.09
34,timeout,nan,5.18113676071167,300,3.1654344033356754,9.09
35,timeout,nan,1.3358913440704347,300,3.1891150931982946,9.08
36,timeout,nan,3.142948101043701,300,3.18301493066363,9.09
37,timeout,nan,4.840992538452149,300,3.175132969804108,9.08
38,timeout,nan,0.44328809070587155,300,3.1928294515175124,9.09
39,timeout,nan,3.4643671684265134,300,3.1870766678266227,9.09
40,timeout,nan,1.6695670623779297,300,3.206376566030085,9.09
41,timeout,nan,8.097005294799805,300,3.183106638637061,9.09
42,timeout,nan,5.253336296081542,300,3.1728199811590216,9.09
43,timeout,nan,8.80310785675049,300,3.190820477753878,9.09
44,timeout,nan,1.844174831390381,300,3.182218803887566,9.09
45,timeout,nan,3.9050418968200686,300,3.1916267996809133,9.09
46,timeout,nan,12.372866958618165,300,3.180565006037553,9.09
47,timeout,nan,9.078657463073732,300,3.180194280076151,9.09
48,timeout,nan,0.3748392677307128,300,3.181771857952699,9.08
49,timeout,nan,0.8887720041275025,300,3.1773379218267896,9.09
50,timeout,nan,1.5083187313079833,300,3.1857274579505126,9.09
51,timeout,nan,7.812843833923339,300,3.176203318896393,9.09
52,timeout,nan,2.723110076904297,300,3.2145600435013573,9.09
53,timeout,nan,3.433635303497314,300,3.168635456195722,9.09
54,timeout,nan,1.4899191665649416,300,3.2018349998723714,9.09
55,timeout,nan,4.198235816955566,300,3.1875325239791223,9.09
56,timeout,nan,0.42549526882171634,300,3.178199377031997,9.09
57,timeout,nan,2.9147161331176754,300,3.1901627257186917,9.09
58,timeout,nan,3.9818780364990234,300,3.1826014119324584,9.09
59,timeout,nan,3.846191295623779,300,3.1898475533196082,9.09
60,timeout,nan,4.163564174652099,300,3.18520650973854,9.09
61,timeout,nan,11.139361053466798,300,3.1714482223056257,9.09
62,timeout,nan,16.474693466186523,300,3.176297715563948,9.09
63,timeout,nan,0.9967854919433594,300,3.224903400729721,9.09
64,timeout,nan,5.3882419242858886,300,3.1817277808208018,9.09
65,timeout,nan,4.796954170227051,300,3.166674915642167,9.09
66,timeout,nan,1.8115368652343753,300,3.164185107930874,9.08
67,timeout,nan,6.282101558685302,300,3.1768978401025136,9.09
68,timeout,nan,0.6921540651321412,300,3.1837571774733564,9.09
69,timeout,nan,1.798736602783203,300,3.1759682484343648,9.09
70,timeout,nan,1.4427388639450074,300,3.157478331007684,9.08
71,timeout,nan,0.9794273710250854,300,3.190105747108658,9.09
72,timeout,nan,1.5928930015563965,300,3.2031001248179622,9.08
73,timeout,nan,3.960343593597412,300,3.1960715833616753,9.09
74,timeout,nan,2.5029741783142088,300,3.1653895247882855,9.09
75,timeout,nan,5.513982414245605,300,3.1937208782229574,9.08
76,timeout,nan,2.1974832973480223,300,3.19784170627594,9.09
77,timeout,nan,2.906105260848999,300,3.1758712423872204,9.09
78,timeout,nan,3.2284515018463136,300,3.1846373667071264,9.08
79,timeout,nan,1.7079427280426025,300,3.206768254817774,9.09
80,timeout,nan,6.077075298309326,300,3.1819605808674045,9.09
81,timeout,nan,1.1017515354156495,300,3.1855389319205036,9.08
82,timeout,nan,4.539412811279297,300,3.172504217745736,9.09
83,timeout,nan,6.881881271362304,300,3.1659347309358417,9.08
84,timeout,nan,3.2627491302490235,300,3.2075511495241273,9.1
85,timeout,nan,2.87145934677124,300,3.180570691069588,9.08
86,timeout,nan,10.199492126464845,300,3.1945647567262254,9.09
87,timeout,nan,4.338801963806152,300,3.157510614708687,9.09
88,timeout,nan,5.634189094543457,300,3.1920637886443486,9.09
89,static_collision,nan,0.009352765560150134,52,3.3128163351211697,1.6
90,timeout,nan,4.640153694152832,300,3.1831526457083723,9.09
91,timeout,nan,5.609131813049316,300,3.1862862518181405,9.09
92,timeout,nan,10.142083709716797,300,3.204421226621295,9.09
93,timeout,nan,5.221081066131592,300,3.2012657280576726,9.09
94,timeout,nan,2.246804088592529,300,3.1858153371326625,9.09
95,timeout,nan,4.114983711242676,300,3.197517735476916,9.08
96,timeout,nan,0.17469300651550296,300,3.198785326493283,9.09
97,timeout,nan,3.5540144004821776,300,3.190543642708411,9.1
98,timeout,nan,1.1125544605255129,300,3.1807597098934153,9.08
99,timeout,nan,7.102183044433594,300,3.1934944905216494,9.09
