idx,terminate_reason,time_to_goal_s,min_clearance_m,n_steps,mean_speed,wall_s
30,timeout,nan,1.4470635433197023,300,2.1850497752272835,9.09
31,goal,5.794200000000001,1.9359069137573244,174,3.664524509614312,5.26
32,goal,4.8951,0.7789338464736939,147,4.036225059050686,4.45
33,static_collision,nan,5.861472099304199,1,0.008875954896211624,0.03
34,goal,4.7952,5.085547599792481,144,4.122252870376946,4.35
35,goal,4.761900000000001,2.569669343948364,143,4.208418764955514,4.33
36,timeout,nan,0.523533452987671,300,2.1137397719391933,9.09
37,static_collision,nan,9.25925016784668,14,0.5725176434830895,0.44
38,timeout,nan,1.215105655670166,300,2.3606359014939517,9.09
39,goal,5.8608,2.1948321037292478,176,3.4746320327077145,5.33
40,timeout,nan,2.30839381980896,300,2.255316563732922,9.07
41,timeout,nan,8.101500915527344,300,2.521930181728676,9.09
42,goal,5.627700000000001,3.041677822113037,169,3.7500650693590822,5.11
43,static_collision,nan,11.274492225646974,104,4.778955533858747,3.17
44,goal,4.8951,2.5230962924957274,147,4.0317710008674945,4.46
45,timeout,nan,1.343867265701294,300,2.0715228345803918,9.08
46,timeout,nan,12.372835487365723,300,2.1528844136434295,9.08
47,timeout,nan,9.023845031738283,300,2.1339573127403857,9.09
48,static_collision,nan,0.08349268531799314,71,4.316010657763502,2.17
49,static_collision,nan,2.141141765594482,48,1.6559005401019629,1.48
50,goal,5.894100000000001,0.7543565130233765,177,3.799749039576552,5.36
51,goal,5.194800000000001,0.14279702758789065,156,3.9790008151127645,4.72
52,goal,4.5621,5.0924714775085445,137,4.33078990402176,4.14
53,static_collision,nan,1.5490966148376464,73,4.1666697567737065,2.22
54,timeout,nan,2.1293561267852783,300,2.3092079648189245,9.1
55,timeout,nan,3.1315515747070313,300,2.101399014467994,9.08
56,static_collision,nan,inf,0,0.0,0.02
57,timeout,nan,4.115329154968261,300,2.2235650820999098,9.09
58,timeout,nan,1.9210509910583495,300,2.284461634395023,9.08
59,static_collision,nan,3.878610500335693,6,0.22376554552465677,0.21
60,static_collision,nan,3.4246940307617186,106,4.669786247257846,3.24
61,goal,5.361300000000001,11.138085990905763,161,3.9953814043391565,4.88
62,timeout,nan,16.474613357543944,300,2.4494366364212086,9.09
63,timeout,nan,2.573793565750122,300,2.3011413290693112,9.08
64,timeout,nan,5.388271011352539,300,2.3204971822071823,9.09
65,static_collision,nan,4.796956077575683,28,2.01300898018027,0.87
66,static_collision,nan,inf,0,0.0,0.02
67,timeout,nan,7.015005039215088,300,2.002710141421606,9.09
68,timeout,nan,0.5059338960647584,300,2.3999979311041533,9.09
69,static_collision,nan,inf,0,0.0,0.01
70,timeout,nan,2.688594814300537,300,2.1128036586288363,9.1
71,timeout,nan,0.0653537878990173,300,2.2987299876225493,9.08
72,timeout,nan,1.6218711109161377,300,2.269470853023231,9.08
73,timeout,nan,0.9098836975097657,300,2.363127438798547,9.08
74,goal,5.294700000000001,4.022356178283691,159,3.855860660303642,4.82
75,timeout,nan,1.8537737121582032,300,2.4109825760529686,9.08
76,timeout,nan,2.319322820663452,300,2.2417429654176035,9.08
77,goal,4.6953000000000005,2.906086187362671,141,4.233929031277538,4.26
78,timeout,nan,4.888154041290283,300,2.0900882730446755,9.09
79,timeout,nan,1.570260498046875,300,2.3193231639886895,9.09
80,timeout,nan,0.7053495006561279,300,2.2907302879728375,9.08
81,goal,5.094900000000001,0.9011931114196778,153,4.07072706038461,4.63
82,timeout,nan,2.225864484786987,300,2.422483677358056,9.09
83,goal,4.861800000000001,3.773664985656738,146,4.200325218246204,4.42
84,timeout,nan,3.1322049865722654,300,1.953957485916714,9.08
85,timeout,nan,3.5087855873107907,300,2.442642485235507,9.08
86,timeout,nan,10.199500709533693,300,2.432172005797426,9.08
87,goal,5.9274000000000004,4.733942611694336,178,3.7312744486438674,5.39
88,timeout,nan,7.272384609222412,300,2.179292799318209,9.08
89,timeout,nan,1.9220072250366214,300,1.9962793587396541,9.09
90,goal,5.8608,4.640132236480713,176,3.4358631522786296,5.33
91,static_collision,nan,4.974639892578125,55,2.7536554819988934,1.69
92,static_collision,nan,3.3845940284729004,110,4.7741617905484,3.36
93,static_collision,nan,inf,0,0.0,0.01
94,timeout,nan,1.6245540351867678,300,2.3452461883674065,9.09
95,timeout,nan,4.114226493835449,300,2.364443121813238,9.09
96,timeout,nan,0.5856056394577027,300,2.359955688007176,9.08
97,timeout,nan,0.4926747217178344,300,2.2671004348030936,9.09
98,timeout,nan,1.6588226852416994,300,2.1977551624085754,9.08
99,goal,4.662000000000001,7.858825386047363,140,4.249712107992465,4.23
