idx,terminate_reason,time_to_goal_s,min_clearance_m,n_steps,mean_speed,wall_s
0,goal,4.761900000000001,2.9445353145599364,143,4.099219745005501,4.57
1,dyn_collision,nan,-0.001770748138427758,57,3.6828446334533007,1.75
2,timeout,nan,5.286491390228272,300,2.021038481174037,9.09
3,goal,8.0586,3.1909438800811767,242,3.1022674586154397,7.33
4,goal,6.526800000000001,5.886369468688964,196,3.7801910538787062,5.94
5,timeout,nan,2.217628158569336,300,2.4755804995105914,9.08
6,goal,8.891100000000002,0.1322892599105835,267,3.1184050451147924,8.09
7,goal,5.328,3.023166946411133,160,3.7366060272965114,4.84
8,timeout,nan,2.207201398849487,300,2.6547476134914905,9.09
9,timeout,nan,4.464894863128662,300,2.7872277587496987,9.09
10,timeout,nan,3.115708406448364,300,2.5974541762688506,9.09
11,goal,6.2937,2.87141650390625,189,3.696814692574282,5.72
12,goal,5.294700000000001,2.1939646015167233,159,3.9217576355316073,4.82
13,static_collision,nan,inf,0,0.0,0.03
14,timeout,nan,2.050150815963745,300,2.4876491853035985,9.09
15,goal,8.857800000000001,2.3851859188079834,266,2.9735307420421866,8.06
16,goal,4.761900000000001,2.1111988201141356,143,4.095276947517495,4.33
17,goal,6.1938,0.8435772142410278,186,3.490261262533085,5.63
18,timeout,nan,2.5609307174682616,300,3.208812731690705,9.09
19,timeout,nan,2.224590980529785,300,3.1102660245712226,9.09
20,goal,4.861800000000001,2.8110664730072017,146,4.036797830988079,4.42
21,timeout,nan,1.6029091510772706,300,2.67334537125503,9.08
22,goal,4.995,5.934869068145752,150,3.9805419975457093,4.55
23,timeout,nan,2.9885219211578367,300,2.481849349066615,9.09
24,timeout,nan,2.88902495765686,300,2.473568677554528,9.09
25,timeout,nan,8.577421066284181,300,2.07833880490313,9.09
26,static_collision,nan,inf,0,0.0,0.02
27,timeout,nan,4.34210844039917,300,2.600475140620644,9.09
28,goal,4.828500000000001,0.4316948461532592,145,4.214794215225968,4.39
29,timeout,nan,2.68399871635437,300,3.129805370263445,9.09
30,timeout,nan,1.4470778484344484,300,2.4932697505286585,9.09
31,goal,5.3946000000000005,2.086478021621704,162,3.8549612016405588,4.91
32,goal,5.328,0.8675135011672974,160,3.7045791067066602,4.84
33,static_collision,nan,inf,0,0.0,0.03
34,goal,4.828500000000001,5.1113111114501955,145,4.103426196105008,4.39
35,goal,4.861800000000001,2.5320462741851806,146,4.133791948107314,4.42
36,goal,6.227100000000001,2.7772518882751465,187,3.3142610505960364,5.66
37,static_collision,nan,9.035647872924805,18,0.6137564862146974,0.57
38,timeout,nan,0.9814879922866822,300,2.7579876313451677,9.09
39,goal,5.094900000000001,2.0861911945343015,153,4.037484446370037,4.64
40,timeout,nan,2.7692641754150387,300,2.5764303152263164,9.09
41,timeout,nan,8.084558891296387,300,3.0774260401073845,9.09
42,goal,5.6610000000000005,3.8878048553466797,170,3.839127017434358,5.15
43,timeout,nan,9.948111175537111,300,2.9066391742105284,9.09
44,goal,5.1282000000000005,3.6643223457336425,154,4.079292549473512,4.66
45,timeout,nan,1.9830999011993409,300,2.152664477440218,9.08
46,timeout,nan,12.372822135925293,300,3.2150853173155336,9.09
47,timeout,nan,9.027081802368166,300,2.1821807805635034,9.09
48,timeout,nan,0.5127902517318725,300,2.820180868661652,9.09
49,static_collision,nan,2.239116781234741,41,1.6570700911986755,1.26
50,goal,6.6267000000000005,0.4831274843215942,199,3.656831779096032,6.03
51,dyn_collision,nan,-0.06113144302368162,112,4.057612848880215,3.42
52,goal,4.7286,4.7915095062255855,142,4.178537324182427,4.3
53,dyn_collision,nan,-0.10313913154602056,84,4.360146191749064,2.58
54,timeout,nan,1.8406712818145754,300,2.520710567679877,9.09
55,goal,7.492500000000001,2.620691131591797,225,3.2013145112825763,6.82
56,static_collision,nan,inf,0,0.0,0.02
57,timeout,nan,4.152110466003418,300,2.435288906131561,9.1
58,timeout,nan,1.4209122314453124,300,2.6992155466477077,9.08
59,static_collision,nan,3.8796609725952145,6,0.24367664754390717,0.21
60,goal,4.662000000000001,3.47652575302124,140,4.326298057500805,4.24
61,goal,7.392600000000001,11.140532165527345,222,3.344082257626494,6.73
62,timeout,nan,16.474659133911132,300,3.10966651141954,9.09
63,static_collision,nan,3.8736828918457027,22,1.4382054648700764,0.69
64,goal,7.792200000000001,5.388284362792969,234,3.262936607293753,7.09
65,goal,4.7952,4.796995178222656,144,4.173653821027579,4.36
66,static_collision,nan,inf,0,0.0,0.02
67,timeout,nan,5.097500728607177,300,2.239900667890906,9.09
68,timeout,nan,0.7719322595596314,300,2.700227796578159,9.09
69,static_collision,nan,inf,0,0.0,0.02
70,timeout,nan,2.587201114654541,300,2.336834921784078,9.09
71,dyn_collision,nan,-0.146372579574585,98,4.518230436256889,3.0
72,timeout,nan,1.6029728622436523,300,2.493751239730045,9.09
73,timeout,nan,0.548430760383606,300,2.725871913038815,9.09
74,goal,5.527800000000001,3.956707622528076,166,3.799462092322219,5.03
75,timeout,nan,1.993017791748047,300,2.684985536063711,9.09
76,timeout,nan,2.4217052421569822,300,2.7421876169896375,9.09
77,goal,4.8951,2.9060716438293457,147,4.101943744701289,4.45
78,static_collision,nan,4.821887027740479,91,4.3906648477109576,2.78
79,timeout,nan,1.7070712776184083,300,2.6479069667247432,9.09
80,timeout,nan,0.6818858938217163,300,2.4219058363791555,9.09
81,goal,5.1282000000000005,0.7747639112472533,154,4.111821340203479,4.66
82,timeout,nan,2.6211109905242918,300,2.7422494295829285,9.09
83,goal,4.861800000000001,3.947237525939941,146,4.213882312076549,4.43
84,timeout,nan,3.2245251483917237,300,2.6593795550211023,9.08
85,goal,6.0939000000000005,3.0785947856903073,183,3.9221627463744393,5.54
86,timeout,nan,10.199523597717286,300,2.9002670127960544,9.09
87,goal,7.559100000000001,3.6048003273010254,227,3.273417642803674,6.87
88,timeout,nan,6.039258922576904,300,2.970576666801547,9.09
89,timeout,nan,1.784490249633789,300,2.3327410614242154,9.08
90,goal,6.0273,4.640153217315674,181,3.3690739964953114,5.49
91,timeout,nan,3.0259586753845213,300,2.6141597231322278,9.09
92,timeout,nan,1.133941834449768,300,2.692002102624004,9.09
93,timeout,nan,5.221042442321777,300,3.0116347063239663,9.09
94,timeout,nan,1.5225421161651613,300,2.7227137624037763,9.09
95,timeout,nan,4.114334259033203,300,2.6257258962001653,9.08
96,timeout,nan,0.5914184036254884,300,2.5499923499890915,9.09
